question_id,question_type,source_types,expected_doc_ids,n_unique_cands,rrf_pool_size,hit@10,rank@10,hit@20,rank@20,hit@30,rank@30,hit@40,rank@40,hit@50,rank@50,hit@60,rank@60,hit@70,rank@70,hit@80,rank@80,hit@90,rank@90,hit@100,rank@100,hit@120,rank@120,hit@150,rank@150,hit@180,rank@180,hit@200,rank@200,hit@500,rank@500,hit@750,rank@750,hit@1000,rank@1000
qst_0249,semantic,slack,dsid_68650923209a49918491e54f4d4ab329,8760,8760,0,,0,,0,,0,,0,,0,,1,64,1,64,1,64,1,64,1,64,1,64,1,64,1,64,1,64,1,64,1,64
qst_0250,semantic,gmail,dsid_3b1c14ab4cc647369b783b7abdfc32f3,8981,8981,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10
qst_0251,semantic,hubspot,dsid_a15c0247e9de4e128293bd820fc4c659,9398,9398,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0252,semantic,confluence,dsid_01eaeaf6045941beaeaf74e6170aceea,9327,9327,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4
qst_0253,semantic,hubspot,dsid_1a4563b5332f41a499464ea69f92c9b0,8698,8698,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7
qst_0254,semantic,hubspot,dsid_5d161fbc61f94eaeb6098a9f9275d38f,8962,8962,0,,0,,0,,0,,0,,0,,1,64,1,64,1,64,1,64,1,64,1,64,1,64,1,64,1,64,1,64,1,64
qst_0255,semantic,gmail,dsid_97750eeb49894690aa3d425669af4de0,8888,8888,0,,0,,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26,1,26
qst_0256,semantic,jira,dsid_df40f9a66b914f29839322d19f8922bb,9144,9144,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,222,1,222,1,222
qst_0257,semantic,gmail,dsid_c563b97cd7314d1396553dfd8034e819,8904,8904,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6
qst_0258,semantic,jira,dsid_019864ee09fa428e919e9a0de11ca467,8769,8769,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0259,semantic,confluence,dsid_fc009de77554459b89e6b4340e8eca82,8582,8582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0260,semantic,fireflies,dsid_9bf09a549d22494c9672ecdd79896878,9400,9400,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0261,semantic,github,dsid_fa1c733deb77445da7bc55dc472d233d,9008,9008,0,,0,,0,,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40
qst_0262,semantic,jira,dsid_b87d81a8f52646f98e614d2a6394d7a3,8503,8503,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,274,1,274,1,274
qst_0263,semantic,linear,dsid_061c09d8eef649eba85cd1421e28a41a,8843,8843,0,,0,,0,,0,,0,,0,,0,,0,,1,90,1,90,1,90,1,90,1,90,1,90,1,90,1,90,1,90
qst_0264,semantic,gmail,dsid_f09cf2d633174b7ab7105ef0a7498e74,9297,9297,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0265,semantic,jira,dsid_876b1a31bcc7409ab560b9ccbe5a0d41,9440,9440,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8
qst_0266,semantic,github,dsid_415b72b7d40a405e87b9671946e894d8,7096,7096,0,,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13
qst_0267,semantic,slack,dsid_0aebc4d1e7264c6c90136b6b780a0c67,8674,8674,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0268,semantic,jira,dsid_a990e708840f481795741cfd3fb55691,9301,9301,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,192,1,192,1,192,1,192
qst_0269,semantic,linear,dsid_fad07fd45c964078ba757dfd8d79ee51,9293,9293,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6
qst_0270,semantic,confluence,dsid_33de625fcfc045dd967dbc9bdde3a8b4,9403,9403,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0271,semantic,jira,dsid_db87c0dec8444b1d83b06cbbe725d3a8,9389,9389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0272,semantic,confluence,dsid_329e7ecd6b304c30b61a30e07919e008,9668,9668,0,,0,,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22
qst_0273,semantic,slack,dsid_451cad750f4548568ebfe6a5d2074f48,9649,9649,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0274,semantic,hubspot,dsid_98abe7c857dc40e29fcce7daee0e24a2,9346,9346,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0275,semantic,linear,dsid_a55032c4c2064671a4b0abf975438e1a,9698,9698,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0276,semantic,github,dsid_ee6c23c178dc428bbd71af6526c70251,9265,9265,0,,0,,0,,0,,0,,0,,1,69,1,69,1,69,1,69,1,69,1,69,1,69,1,69,1,69,1,69,1,69
qst_0277,semantic,hubspot,dsid_6df6cca7e7124f20850ebe9077fd5958,8963,8963,0,,0,,0,,0,,0,,1,52,1,52,1,52,1,52,1,52,1,52,1,52,1,52,1,52,1,52,1,52,1,52
qst_0278,semantic,linear,dsid_e5298124a9fd4bee8242a18bdb3829e0,8582,8582,0,,0,,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23
qst_0279,semantic,jira,dsid_3f7f32874e9b4ba49ff4fe28c0ef5de0,9491,9491,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8
qst_0280,semantic,google_drive,dsid_6713194be8d54a0f8de8f8d89347ecf6,8878,8878,0,,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11
qst_0281,semantic,gmail,dsid_6091c41379e04d07adcf0a5646c65909,9238,9238,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5
qst_0282,semantic,jira,dsid_9adc7c1c81f54e0a88d0e0bee59a6588,9367,9367,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0283,semantic,google_drive,dsid_c9435a0a83724528bfd39f530d0c972a,9363,9363,0,,1,19,1,19,1,19,1,19,1,19,1,19,1,19,1,19,1,19,1,19,1,19,1,19,1,19,1,19,1,19,1,19
qst_0284,semantic,gmail,dsid_497e2620f4ab45f29db9aa4193cf9e2b,7596,7596,0,,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17
qst_0285,semantic,linear,dsid_59ff5fe3de4c4a3691700ce678801bd2,8398,8398,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,91,1,91,1,91,1,91,1,91,1,91,1,91,1,91
qst_0286,semantic,hubspot,dsid_7711da5856a8485e80e0085ebd193690,9352,9352,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9
qst_0287,semantic,hubspot,dsid_c264b5d312534f44a97cce8b6eb104b6,9282,9282,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,515,1,515
qst_0288,semantic,gmail,dsid_c2ddd5240eb04e16806d82103f7646dd,8570,8570,0,,0,,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28,1,28
qst_0289,semantic,jira,dsid_5d8045f7d37d41b99605880834c17329,9168,9168,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,444,1,444,1,444
qst_0290,semantic,github,dsid_1b7a5d6230f84eb0a38a97da0e0ce05c,9503,9503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0291,semantic,google_drive,dsid_38ddce87e36046df9749d9883dbfeeda,9774,9774,0,,0,,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21
qst_0292,semantic,github,dsid_49d64735870b48b79f1e6f2724f1e7e2,8648,8648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0293,semantic,jira,dsid_a8ea8c81885c44ab8aa6b0395360657c,9618,9618,0,,0,,0,,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32
qst_0294,semantic,confluence,dsid_77351104a57140ac8e065d0a6bcf2046,9555,9555,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0295,semantic,slack,dsid_4b6a0f839f514ca794314398409fc883,9647,9647,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9
qst_0296,semantic,slack,dsid_0d7ec9095f1b41fba11cca1c8887bc2c,9177,9177,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0297,semantic,google_drive,dsid_02a6857f487642dca0732a4ac480ea5f,9349,9349,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0298,semantic,fireflies,dsid_a9d76bcb3bc1475abc9d6f8f83a6eba8,9443,9443,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0299,semantic,gmail,dsid_243dfdca4bbe4872946fb3a5f686edca,9232,9232,0,,0,,0,,0,,0,,0,,1,62,1,62,1,62,1,62,1,62,1,62,1,62,1,62,1,62,1,62,1,62
qst_0300,semantic,google_drive,dsid_2ffb84ee56464340885a9e484cfc6f5d,8974,8974,0,,0,,0,,0,,0,,0,,0,,0,,1,84,1,84,1,84,1,84,1,84,1,84,1,84,1,84,1,84
qst_0301,intra_document_reasoning,linear,dsid_ca18eee975d34f4da7b1b880ea5ac271,9069,9069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0302,intra_document_reasoning,slack,dsid_85482a6b56e747e29edb35ebec10ab67,8562,8562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0303,intra_document_reasoning,linear,dsid_cf4696a68a924cc3aaf48ba4a2c1fab1,9548,9548,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4
qst_0304,intra_document_reasoning,gmail,dsid_326387eb70834053ab4447fc1596da38,9100,9100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0305,intra_document_reasoning,slack,dsid_c6a07633c306457ca67a9d7bd9fb8001,8269,8269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0306,intra_document_reasoning,slack,dsid_9dff54e0ef8e4710926767a81224d475,8604,8604,0,,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11
qst_0307,intra_document_reasoning,slack,dsid_be03b2f295574a9081065a0500ef605e,9296,9296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0308,intra_document_reasoning,gmail,dsid_a07c9545aad04538877d041a649400d9,9162,9162,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6
qst_0309,intra_document_reasoning,slack,dsid_107621ec137a40e5a966e429a531125e,8951,8951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0310,intra_document_reasoning,fireflies,dsid_b9025f196ac14b2cb7a2905654dd42d7,9249,9249,0,,0,,0,,1,33,1,33,1,33,1,33,1,33,1,33,1,33,1,33,1,33,1,33,1,33,1,33,1,33,1,33
qst_0311,intra_document_reasoning,gmail,dsid_a4ab40c6ecf249239d4b426892299048,9361,9361,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4
qst_0312,intra_document_reasoning,fireflies,dsid_c054271735b541ba91e42c4dbe8a4883,9455,9455,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4
qst_0313,intra_document_reasoning,linear,dsid_e9f22ba025e34bb6b7b8c61d26a38a19,9029,9029,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0314,intra_document_reasoning,gmail,dsid_675719b813ed4030b65514ca79e67ef8,9533,9533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0315,intra_document_reasoning,linear,dsid_e6c0f4ec1f2d4937925ce9b9ef2c3057,9268,9268,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0316,intra_document_reasoning,gmail,dsid_36bdca5b925c4550b5eca1990f2d798b,8720,8720,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0317,intra_document_reasoning,linear,dsid_410b731e6ab84ea2b1e17ece1db407bf,8950,8950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0318,intra_document_reasoning,jira,dsid_521553a072244d199d06a34dd6e1aca0,9273,9273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0319,intra_document_reasoning,slack,dsid_3ab32ce7a21947de8fa071e06243b6a8,8828,8828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0320,intra_document_reasoning,gmail,dsid_e052daca29064eb5ba2b1b0f046fbb84,8208,8208,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0321,intra_document_reasoning,linear,dsid_6e44a32c61cb464cb7a702a8ddcf04b6,9733,9733,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4
qst_0322,intra_document_reasoning,github,dsid_bab6aba4c06e41e9ae46b9355f644a7a,8952,8952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0323,intra_document_reasoning,linear,dsid_a2c7dc70aacc470894c953b6c7499228,7999,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0324,intra_document_reasoning,gmail,dsid_a92fe998fc534d57a1d54d5a6294c938,9343,9343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0325,intra_document_reasoning,slack,dsid_bbce440e846642f3983104c786157597,9196,9196,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6
qst_0326,intra_document_reasoning,linear,dsid_c2b97fe24375413ca538402166ed8482,9008,9008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0327,intra_document_reasoning,confluence,dsid_69e745b76aa34eab8721ba0c88482ec0,9315,9315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0328,intra_document_reasoning,slack,dsid_bdf2a80ff4b94ad89ce86f7930b11be6,8994,8994,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0329,intra_document_reasoning,hubspot,dsid_f4fbc3f2bcc24bb29f9da2c81e43661f,8896,8896,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10
qst_0330,intra_document_reasoning,slack,dsid_924e4e8724c140799fef68bd384a0412,9488,9488,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0331,intra_document_reasoning,jira,dsid_58220c63dc384549a60a5eb8e400d55a,9152,9152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0332,intra_document_reasoning,slack,dsid_21c9dba0568449d89fba4d57dc3dd442,9277,9277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0333,intra_document_reasoning,fireflies,dsid_100d6362c85946ab97758b63509bc182,9530,9530,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0334,intra_document_reasoning,slack,dsid_98525cb72fd948ef9797c6d35b504b9d,7603,7603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0335,intra_document_reasoning,gmail,dsid_29fbaa51102242e5a1efe670e7214591,9085,9085,0,,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11
qst_0336,intra_document_reasoning,gmail,dsid_b89d7b362a2c480993502fb443c144c9,9254,9254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0337,intra_document_reasoning,linear,dsid_b4443ecc53154934902652d496c9d12e,9224,9224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0338,intra_document_reasoning,confluence,dsid_06682ba9559b4b2192ffe6dee7a7abba,9595,9595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0339,intra_document_reasoning,github,dsid_81208556437644a0a4dedf168baf81b5,9295,9295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0340,intra_document_reasoning,slack,dsid_402f0ac3cd174f30b3a306c2e4def472,9317,9317,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4
qst_0341,project_related,confluence|jira,dsid_1980f45c3fb4455f943a2b030892ae90|dsid_49fa5cfd95624dbeb6eaa535f9959470,9188,9188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0342,project_related,confluence|gmail,dsid_d64b62cc422c45108871fb097066e6f8|dsid_610d2c74a60441e886fcc39e351a4176|dsid_86b915e7a2a3492c82224174383cd9f9|dsid_377cdf4e378f40bebd7196e3a0ff1c38,9068,9068,1,3,1,3,1,3,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32,1,32
qst_0343,project_related,github|jira|slack,dsid_85ee9562e05d457b9e32785343777359|dsid_ae2e969d0b924ebbb19ab2f5d1b95125|dsid_fee94d81c032494cbfce8094468f0973,9248,9248,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0344,project_related,confluence|github|jira,dsid_e33c122264214846a8b7df7701d31482|dsid_409618a3958944f9b78362ed7e01bb33|dsid_a5a5235d973e421c870e11ceea4887ed|dsid_4b2ac6984bdf4737a18520e158b04453,9321,9321,1,5,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13
qst_0345,project_related,confluence|gmail,dsid_a9a67d815b07451e90ed8c3d1734d007|dsid_98d7acbda29a4260a413c8d6da7207a3,8668,8668,1,1,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13
qst_0346,project_related,github|gmail|jira,dsid_0c504258cd0c432d898e6711fb90eaf6|dsid_5cd60d30f77441c082187f1a47547637|dsid_6a29c54058c041cf8db781f195e6b1cc,9350,9350,1,2,1,2,1,2,1,2,1,49,1,49,1,49,1,49,1,49,1,49,1,49,1,49,1,49,1,49,1,49,1,49,1,49
qst_0347,project_related,github|jira,dsid_dab17ee5c3924a9998b17b3591bbae28|dsid_b8691ba2e29542838afae93928ad816a,7906,7906,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0348,project_related,confluence|github|jira,dsid_ca42a8f18d784c879c5a6fcfe3a484c0|dsid_6e528fa402c34043897649be6aa6df3d|dsid_960a2981de674ebf844f7dc19d2e3cc0|dsid_d32eb5051b554e038222c3bf399acef8,8973,8973,1,1,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20
qst_0349,project_related,github|jira,dsid_fe7a496e795b4baca997e655f9316fc5|dsid_44cf2d75d70d4365914aa46947a94b1d|dsid_21d6b99dc771418287d61444f373852e,9382,9382,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5
qst_0350,project_related,github|google_drive|jira,dsid_f3e6edec6f4947a5bd5aa7fd557d7d2b|dsid_939eea1a52f84393b0f87492b9aba8c2|dsid_95c7aa5238f94570a8e0a8684736b666,9053,9053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0351,project_related,confluence|jira|slack,dsid_150b485e7fd54251b937ab3d08a850dc|dsid_8ae540be8e4c458ca15e122040ea2418|dsid_8c24fd15fe5b473eb71341751d292b6e|dsid_94f568e4161d4d78b0db60af2b611746,9476,9476,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8
qst_0352,project_related,jira|slack,dsid_85ee9562e05d457b9e32785343777359|dsid_ae2e969d0b924ebbb19ab2f5d1b95125,9144,9144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0353,project_related,confluence,dsid_a3f94972391244f38ef773c05926af83|dsid_58bdb9f3bb4241e089f4f2b102765db4,9296,9296,1,4,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20
qst_0354,project_related,confluence|github|google_drive|jira,dsid_37befab212ae4ed9be7ebe612d942658|dsid_602422b841b94f5c8089555015df0ed8|dsid_d04dea2d736445c3af6934b900a12ef9|dsid_c52c609c0cdf4211a7e8c57bb1da72e4|dsid_dc8da53aae4c4a81be13ae8e519cd42d|dsid_4587f467ecf646b7926dbd6b886f9f23|dsid_38e7aac0d2ed4545b7a92c2c441825a1|dsid_2f1f0358b85148f19d38f619891bfb15,8022,8022,1,1,1,1,1,1,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40
qst_0355,project_related,confluence|gmail|slack,dsid_6fc6a90cd2d044e5add05493803e64d1|dsid_b8f2f50607a0406f9733f2e9ba4281c8|dsid_08585f025bd74d50bafd23843caae7bb,8161,8161,1,1,1,1,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30
qst_0356,project_related,confluence|gmail|jira,dsid_863d0cda2c984154baad1973513ed3da|dsid_5217b3a64c4a433c89ba2a3186dea82a|dsid_8e77536c5e0f4521b756d7b79b640e24|dsid_020bac2fb6ac4de28d5afb63e39a0c10,9297,9297,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0357,project_related,confluence|slack,dsid_4a1ec9242b1745ec96f51861a127e53d|dsid_96151fd86fcd4aef83e13a706768dd11|dsid_dbd29f9393f149fbb696c9a5614dc875,7017,7017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0358,project_related,confluence,dsid_330be20dd4224d8dad24eb633121ba06|dsid_c70d63e14aa84195aec43820c018f8b9|dsid_f952b60df24d4736b831a643993aee67|dsid_858fd59a63d64f5e81a2b8482ba64dbf,9566,9566,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6
