question_id,question_type,source_types,expected_doc_ids,rrf_pool_size,rerank_returned,rerank_seconds,hit@10,rank@10,hit@20,rank@20,hit@30,rank@30,hit@40,rank@40,hit@50,rank@50,hit@60,rank@60,hit@70,rank@70,hit@80,rank@80,hit@90,rank@90,hit@100,rank@100,hit@120,rank@120,hit@150,rank@150,hit@180,rank@180,hit@200,rank@200,hit@500,rank@500,hit@750,rank@750,hit@1000,rank@1000
qst_0241,semantic,jira,dsid_1ffa3f05e342408382daa57107ec4297,2000,2000,3.195,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0242,semantic,fireflies,dsid_3fc14ed9048e4e1f861e0632b06fc39b,2000,2000,2.855,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0243,semantic,github,dsid_908e8464927742829dcdfe0c6165299b,2000,2000,2.816,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,106,1,106,1,106,1,106,1,106,1,106,1,106
qst_0244,semantic,jira,dsid_37c24c697d9d462fad0e3afeeea9d8c0,2000,2000,2.998,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7
qst_0245,semantic,hubspot,dsid_d79518c427654533a01173792f51f986,2000,2000,2.112,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0246,semantic,github,dsid_6f0be39ff1ae49c19ce0662bdd6de352,2000,2000,3.401,0,,0,,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21
qst_0247,semantic,fireflies,dsid_cc2f84330d014d03b8c49f8e92063b07,2000,2000,2.713,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,627,1,627
qst_0248,semantic,confluence,dsid_0a2cd37d53ff47d4aced289cd9a76fe8,2000,2000,2.362,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,555,1,555
qst_0249,semantic,slack,dsid_68650923209a49918491e54f4d4ab329,2000,2000,3.094,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,105,1,105,1,105,1,105,1,105,1,105,1,105
qst_0250,semantic,gmail,dsid_3b1c14ab4cc647369b783b7abdfc32f3,2000,2000,3.015,0,,0,,0,,0,,0,,0,,1,68,1,68,1,68,1,68,1,68,1,68,1,68,1,68,1,68,1,68,1,68
qst_0251,semantic,hubspot,dsid_a15c0247e9de4e128293bd820fc4c659,2000,2000,2.291,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0252,semantic,confluence,dsid_01eaeaf6045941beaeaf74e6170aceea,2000,2000,3.553,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,250,1,250,1,250
qst_0253,semantic,hubspot,dsid_1a4563b5332f41a499464ea69f92c9b0,2000,2000,2.333,0,,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17
qst_0254,semantic,hubspot,dsid_5d161fbc61f94eaeb6098a9f9275d38f,2000,2000,1.939,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,173,1,173,1,173,1,173,1,173
qst_0255,semantic,gmail,dsid_97750eeb49894690aa3d425669af4de0,2000,2000,2.137,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,100,1,100,1,100,1,100,1,100,1,100,1,100,1,100
qst_0256,semantic,jira,dsid_df40f9a66b914f29839322d19f8922bb,2000,2000,2.438,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,196,1,196,1,196,1,196
qst_0257,semantic,gmail,dsid_c563b97cd7314d1396553dfd8034e819,2000,2000,2.59,0,,0,,0,,0,,0,,0,,0,,0,,1,90,1,90,1,90,1,90,1,90,1,90,1,90,1,90,1,90
qst_0258,semantic,jira,dsid_019864ee09fa428e919e9a0de11ca467,2000,2000,2.728,0,,0,,0,,0,,0,,1,52,1,52,1,52,1,52,1,52,1,52,1,52,1,52,1,52,1,52,1,52,1,52
qst_0259,semantic,confluence,dsid_fc009de77554459b89e6b4340e8eca82,2000,2000,2.837,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,305,1,305,1,305
qst_0260,semantic,fireflies,dsid_9bf09a549d22494c9672ecdd79896878,2000,2000,2.902,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6
qst_0261,semantic,github,dsid_fa1c733deb77445da7bc55dc472d233d,2000,2000,3.34,0,,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12
qst_0262,semantic,jira,dsid_b87d81a8f52646f98e614d2a6394d7a3,2000,2000,2.992,0,,1,16,1,16,1,16,1,16,1,16,1,16,1,16,1,16,1,16,1,16,1,16,1,16,1,16,1,16,1,16,1,16
qst_0263,semantic,linear,dsid_061c09d8eef649eba85cd1421e28a41a,2000,2000,3.28,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,191,1,191,1,191,1,191
qst_0264,semantic,gmail,dsid_f09cf2d633174b7ab7105ef0a7498e74,2000,2000,3.128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0265,semantic,jira,dsid_876b1a31bcc7409ab560b9ccbe5a0d41,2000,2000,3.539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0266,semantic,github,dsid_415b72b7d40a405e87b9671946e894d8,2000,2000,2.143,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,237,1,237,1,237
qst_0267,semantic,slack,dsid_0aebc4d1e7264c6c90136b6b780a0c67,2000,2000,3.12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0268,semantic,jira,dsid_a990e708840f481795741cfd3fb55691,2000,2000,2.723,0,,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11
qst_0269,semantic,linear,dsid_fad07fd45c964078ba757dfd8d79ee51,2000,2000,3.509,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0270,semantic,confluence,dsid_33de625fcfc045dd967dbc9bdde3a8b4,2000,2000,3.276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0271,semantic,jira,dsid_db87c0dec8444b1d83b06cbbe725d3a8,2000,2000,2.435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0272,semantic,confluence,dsid_329e7ecd6b304c30b61a30e07919e008,2000,2000,3.356,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,134,1,134,1,134,1,134,1,134,1,134
qst_0273,semantic,slack,dsid_451cad750f4548568ebfe6a5d2074f48,2000,2000,2.455,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,151,1,151,1,151,1,151,1,151
qst_0274,semantic,hubspot,dsid_98abe7c857dc40e29fcce7daee0e24a2,2000,2000,2.109,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0275,semantic,linear,dsid_a55032c4c2064671a4b0abf975438e1a,2000,2000,3.041,0,,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,13
qst_0276,semantic,github,dsid_ee6c23c178dc428bbd71af6526c70251,2000,2000,3.289,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,308,1,308,1,308
qst_0277,semantic,hubspot,dsid_6df6cca7e7124f20850ebe9077fd5958,2000,2000,1.884,0,,0,,0,,0,,0,,0,,1,67,1,67,1,67,1,67,1,67,1,67,1,67,1,67,1,67,1,67,1,67
qst_0278,semantic,linear,dsid_e5298124a9fd4bee8242a18bdb3829e0,2000,2000,2.68,0,,0,,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22,1,22
qst_0279,semantic,jira,dsid_3f7f32874e9b4ba49ff4fe28c0ef5de0,2000,2000,2.269,0,,0,,0,,0,,0,,0,,1,62,1,62,1,62,1,62,1,62,1,62,1,62,1,62,1,62,1,62,1,62
qst_0280,semantic,google_drive,dsid_6713194be8d54a0f8de8f8d89347ecf6,2000,2000,3.214,0,,0,,0,,1,33,1,33,1,33,1,33,1,33,1,33,1,33,1,33,1,33,1,33,1,33,1,33,1,33,1,33
qst_0281,semantic,gmail,dsid_6091c41379e04d07adcf0a5646c65909,2000,2000,3.248,0,,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17
qst_0282,semantic,jira,dsid_9adc7c1c81f54e0a88d0e0bee59a6588,2000,2000,3.333,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0283,semantic,google_drive,dsid_c9435a0a83724528bfd39f530d0c972a,2000,2000,3.242,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,124,1,124,1,124,1,124,1,124,1,124
qst_0284,semantic,gmail,dsid_497e2620f4ab45f29db9aa4193cf9e2b,2000,2000,2.143,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0285,semantic,linear,dsid_59ff5fe3de4c4a3691700ce678801bd2,2000,2000,3.105,0,,0,,0,,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40,1,40
qst_0286,semantic,hubspot,dsid_7711da5856a8485e80e0085ebd193690,2000,2000,2.316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0287,semantic,hubspot,dsid_c264b5d312534f44a97cce8b6eb104b6,2000,2000,2.233,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,417,1,417,1,417
qst_0288,semantic,gmail,dsid_c2ddd5240eb04e16806d82103f7646dd,2000,2000,2.192,0,,0,,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23,1,23
qst_0289,semantic,jira,dsid_5d8045f7d37d41b99605880834c17329,2000,2000,2.745,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6
qst_0290,semantic,github,dsid_1b7a5d6230f84eb0a38a97da0e0ce05c,2000,2000,2.611,0,,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15
qst_0291,semantic,google_drive,dsid_38ddce87e36046df9749d9883dbfeeda,2000,2000,2.475,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,311,1,311,1,311
qst_0292,semantic,github,dsid_49d64735870b48b79f1e6f2724f1e7e2,2000,2000,3.223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0293,semantic,jira,dsid_a8ea8c81885c44ab8aa6b0395360657c,2000,2000,3.267,0,,0,,0,,0,,0,,0,,0,,1,75,1,75,1,75,1,75,1,75,1,75,1,75,1,75,1,75,1,75
qst_0294,semantic,confluence,dsid_77351104a57140ac8e065d0a6bcf2046,2000,2000,3.134,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
qst_0295,semantic,slack,dsid_4b6a0f839f514ca794314398409fc883,2000,2000,2.008,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,530,1,530
qst_0296,semantic,slack,dsid_0d7ec9095f1b41fba11cca1c8887bc2c,2000,2000,2.033,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0297,semantic,google_drive,dsid_02a6857f487642dca0732a4ac480ea5f,2000,2000,2.901,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0298,semantic,fireflies,dsid_a9d76bcb3bc1475abc9d6f8f83a6eba8,2000,2000,2.494,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,108,1,108,1,108,1,108,1,108,1,108,1,108
qst_0299,semantic,gmail,dsid_243dfdca4bbe4872946fb3a5f686edca,2000,2000,2.691,0,,0,,0,,0,,0,,0,,1,67,1,67,1,67,1,67,1,67,1,67,1,67,1,67,1,67,1,67,1,67
qst_0300,semantic,google_drive,dsid_2ffb84ee56464340885a9e484cfc6f5d,2000,2000,3.536,0,,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15,1,15
qst_0301,intra_document_reasoning,linear,dsid_ca18eee975d34f4da7b1b880ea5ac271,2000,2000,2.753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0302,intra_document_reasoning,slack,dsid_85482a6b56e747e29edb35ebec10ab67,2000,2000,3.468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0303,intra_document_reasoning,linear,dsid_cf4696a68a924cc3aaf48ba4a2c1fab1,2000,2000,2.18,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0304,intra_document_reasoning,gmail,dsid_326387eb70834053ab4447fc1596da38,2000,2000,2.761,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5
qst_0305,intra_document_reasoning,slack,dsid_c6a07633c306457ca67a9d7bd9fb8001,2000,2000,2.103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0306,intra_document_reasoning,slack,dsid_9dff54e0ef8e4710926767a81224d475,2000,2000,2.161,0,,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11
qst_0307,intra_document_reasoning,slack,dsid_be03b2f295574a9081065a0500ef605e,2000,2000,3.367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0308,intra_document_reasoning,gmail,dsid_a07c9545aad04538877d041a649400d9,2000,2000,2.666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0309,intra_document_reasoning,slack,dsid_107621ec137a40e5a966e429a531125e,2000,2000,1.572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0310,intra_document_reasoning,fireflies,dsid_b9025f196ac14b2cb7a2905654dd42d7,2000,2000,2.742,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,175,1,175,1,175,1,175,1,175
qst_0311,intra_document_reasoning,gmail,dsid_a4ab40c6ecf249239d4b426892299048,2000,2000,2.53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0312,intra_document_reasoning,fireflies,dsid_c054271735b541ba91e42c4dbe8a4883,2000,2000,2.139,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0313,intra_document_reasoning,linear,dsid_e9f22ba025e34bb6b7b8c61d26a38a19,2000,2000,2.439,0,,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11
qst_0314,intra_document_reasoning,gmail,dsid_675719b813ed4030b65514ca79e67ef8,2000,2000,2.294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0315,intra_document_reasoning,linear,dsid_e6c0f4ec1f2d4937925ce9b9ef2c3057,2000,2000,2.418,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7
qst_0316,intra_document_reasoning,gmail,dsid_36bdca5b925c4550b5eca1990f2d798b,2000,2000,3.636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0317,intra_document_reasoning,linear,dsid_410b731e6ab84ea2b1e17ece1db407bf,2000,2000,2.306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0318,intra_document_reasoning,jira,dsid_521553a072244d199d06a34dd6e1aca0,2000,2000,2.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0319,intra_document_reasoning,slack,dsid_3ab32ce7a21947de8fa071e06243b6a8,2000,2000,2.167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0320,intra_document_reasoning,gmail,dsid_e052daca29064eb5ba2b1b0f046fbb84,2000,2000,2.573,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0321,intra_document_reasoning,linear,dsid_6e44a32c61cb464cb7a702a8ddcf04b6,2000,2000,2.307,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0322,intra_document_reasoning,github,dsid_bab6aba4c06e41e9ae46b9355f644a7a,2000,2000,2.184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0323,intra_document_reasoning,linear,dsid_a2c7dc70aacc470894c953b6c7499228,2000,2000,2.545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0324,intra_document_reasoning,gmail,dsid_a92fe998fc534d57a1d54d5a6294c938,2000,2000,2.814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0325,intra_document_reasoning,slack,dsid_bbce440e846642f3983104c786157597,2000,2000,1.952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0326,intra_document_reasoning,linear,dsid_c2b97fe24375413ca538402166ed8482,2000,2000,3.267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0327,intra_document_reasoning,confluence,dsid_69e745b76aa34eab8721ba0c88482ec0,2000,2000,2.918,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0328,intra_document_reasoning,slack,dsid_bdf2a80ff4b94ad89ce86f7930b11be6,2000,2000,2.094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0329,intra_document_reasoning,hubspot,dsid_f4fbc3f2bcc24bb29f9da2c81e43661f,2000,2000,1.869,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,214,1,214,1,214
qst_0330,intra_document_reasoning,slack,dsid_924e4e8724c140799fef68bd384a0412,2000,2000,2.043,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3
qst_0331,intra_document_reasoning,jira,dsid_58220c63dc384549a60a5eb8e400d55a,2000,2000,2.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0332,intra_document_reasoning,slack,dsid_21c9dba0568449d89fba4d57dc3dd442,2000,2000,1.999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0333,intra_document_reasoning,fireflies,dsid_100d6362c85946ab97758b63509bc182,2000,2000,3.318,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
qst_0334,intra_document_reasoning,slack,dsid_98525cb72fd948ef9797c6d35b504b9d,2000,2000,2.153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0335,intra_document_reasoning,gmail,dsid_29fbaa51102242e5a1efe670e7214591,2000,2000,2.272,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,117,1,117,1,117,1,117,1,117,1,117,1,117
qst_0336,intra_document_reasoning,gmail,dsid_b89d7b362a2c480993502fb443c144c9,2000,2000,2.256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0337,intra_document_reasoning,linear,dsid_b4443ecc53154934902652d496c9d12e,2000,2000,2.432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0338,intra_document_reasoning,confluence,dsid_06682ba9559b4b2192ffe6dee7a7abba,2000,2000,2.368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0339,intra_document_reasoning,github,dsid_81208556437644a0a4dedf168baf81b5,2000,2000,2.641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0340,intra_document_reasoning,slack,dsid_402f0ac3cd174f30b3a306c2e4def472,2000,2000,2.549,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0341,project_related,confluence|jira,dsid_1980f45c3fb4455f943a2b030892ae90|dsid_49fa5cfd95624dbeb6eaa535f9959470,2000,2000,3.318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0342,project_related,confluence|gmail,dsid_d64b62cc422c45108871fb097066e6f8|dsid_610d2c74a60441e886fcc39e351a4176|dsid_86b915e7a2a3492c82224174383cd9f9|dsid_377cdf4e378f40bebd7196e3a0ff1c38,2000,2000,2.729,0,,0,,0,,0,,0,,1,51,1,51,1,51,1,51,1,51,1,51,1,51,1,51,1,51,1,51,1,51,1,51
qst_0343,project_related,github|jira|slack,dsid_85ee9562e05d457b9e32785343777359|dsid_ae2e969d0b924ebbb19ab2f5d1b95125|dsid_fee94d81c032494cbfce8094468f0973,2000,2000,2.755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0344,project_related,confluence|github|jira,dsid_e33c122264214846a8b7df7701d31482|dsid_409618a3958944f9b78362ed7e01bb33|dsid_a5a5235d973e421c870e11ceea4887ed|dsid_4b2ac6984bdf4737a18520e158b04453,2000,2000,3.617,1,6,1,6,1,6,1,6,1,45,1,45,1,45,1,45,1,45,1,45,1,45,1,45,1,45,1,45,1,45,1,45,1,45
qst_0345,project_related,confluence|gmail,dsid_a9a67d815b07451e90ed8c3d1734d007|dsid_98d7acbda29a4260a413c8d6da7207a3,2000,2000,3.842,0,,0,,0,,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37,1,37
qst_0346,project_related,github|gmail|jira,dsid_0c504258cd0c432d898e6711fb90eaf6|dsid_5cd60d30f77441c082187f1a47547637|dsid_6a29c54058c041cf8db781f195e6b1cc,2000,2000,3.042,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4
qst_0347,project_related,github|jira,dsid_dab17ee5c3924a9998b17b3591bbae28|dsid_b8691ba2e29542838afae93928ad816a,2000,2000,3.231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0348,project_related,confluence|github|jira,dsid_ca42a8f18d784c879c5a6fcfe3a484c0|dsid_6e528fa402c34043897649be6aa6df3d|dsid_960a2981de674ebf844f7dc19d2e3cc0|dsid_d32eb5051b554e038222c3bf399acef8,2000,2000,2.958,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,493,1,493,1,493
qst_0349,project_related,github|jira,dsid_fe7a496e795b4baca997e655f9316fc5|dsid_44cf2d75d70d4365914aa46947a94b1d|dsid_21d6b99dc771418287d61444f373852e,2000,2000,2.281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0350,project_related,github|google_drive|jira,dsid_f3e6edec6f4947a5bd5aa7fd557d7d2b|dsid_939eea1a52f84393b0f87492b9aba8c2|dsid_95c7aa5238f94570a8e0a8684736b666,2000,2000,3.465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0351,project_related,confluence|jira|slack,dsid_150b485e7fd54251b937ab3d08a850dc|dsid_8ae540be8e4c458ca15e122040ea2418|dsid_8c24fd15fe5b473eb71341751d292b6e|dsid_94f568e4161d4d78b0db60af2b611746,2000,2000,2.83,1,1,1,1,1,29,1,29,1,29,1,29,1,29,1,29,1,29,1,29,1,29,1,29,1,29,1,29,1,208,1,208,1,208
qst_0352,project_related,jira|slack,dsid_85ee9562e05d457b9e32785343777359|dsid_ae2e969d0b924ebbb19ab2f5d1b95125,2000,2000,2.927,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
qst_0353,project_related,confluence,dsid_a3f94972391244f38ef773c05926af83|dsid_58bdb9f3bb4241e089f4f2b102765db4,2000,2000,2.601,0,,0,,0,,1,37,1,48,1,48,1,48,1,48,1,48,1,48,1,48,1,48,1,48,1,48,1,48,1,48,1,48
